"configuration","problem","model","data_file","status","time","flatBoolVars","flatIntConstraints","initTime","eliminatedImplications","evaluatedHalfReifiedConstraints","solutions","restarts","variables","peakDepth","propagations","flatBoolConstraints","method","run","objective","paths","flatIntVars","failures","nSolutions","nodes","propagators","solveTime","flatTime"
"Median_Gecode_BB",".","jobshop_gini.mzn","dzn/ta74_7a_alloc1.dzn","SATISFIED","606.433465372771","206560","218772","","4200","210660","","","","","","105200","minimize","results","-2862","0","8212","","19","","","","17.2249"
"Gecode_BB",".","jobshop_gini.mzn","new_dzn/maxeff_ta32_2a_alloc1.dzn","OPTIMAL_SOLUTION","9.148832077160478","14962","17729","0.192984","960","15892","142","0","16829","450","23646310","7935","minimize","results","-23206","0","1866","5710","142","40687","24703","7.24661","1.36183"
"Median_Gecode_Decomp",".","jobshop_gini.mzn","dzn/ta69_3a_alloc3.dzn","OPTIMAL_SOLUTION","66.51255076564848","53218","59326","0.798901","2100","55268","145","0","57328","1000","167289745","27600","minimize","results","-16609","0","4110","12850","145","88778","84825","59.633","4.73919"
"Gecode_Decomp",".","jobshop_gini.mzn","new_dzn/mindis_ta34_2a_alloc1.dzn","OPTIMAL_SOLUTION","3.951060079038143","14962","17732","0.193336","960","15892","9","0","16831","208","15424613","7935","minimize","results","0","0","1869","2284","9","5791","24706","2.07071","1.35221"
"Median_Gecode_Decomp",".","jobshop_gini.mzn","dzn/ta55_3a_alloc3.dzn","OPTIMAL_SOLUTION","31.73052634857595","39956","44564","0.595581","1600","41506","131","0","43066","736","97378080","20725","minimize","results","-11865","0","3110","8469","131","57130","63688","26.5811","3.57961"
"Gecode_BB",".","jobshop_gini.mzn","new_dzn/mindis_ta69_5a_alloc1.dzn","SATISFIED","601.9395692069083","53218","59327","0.705711","2100","55268","18","0","57327","382","4356233723","27600","minimize","results","216","0","4108","248067","18","500491","84826","595.727","4.27805"
"Gecode_Decomp",".","jobshop_gini.mzn","new_dzn/maxeff_ta39_2a_alloc2.dzn","OPTIMAL_SOLUTION","6.7297218926250935","14961","17732","0.19926","960","15891","89","0","16831","450","15531320","7935","minimize","results","-21583","0","1870","3405","89","23543","24706","4.78964","1.35814"
"Gecode_Decomp",".","jobshop_gini.mzn","new_dzn/mindis_ta31_3a_alloc1.dzn","OPTIMAL_SOLUTION","130.51891687512398","14961","17736","0.194161","960","15891","15","0","16835","244","939107176","7935","minimize","results","0","0","1874","152021","15","306102","24710","128.517","1.42097"
"Gecode_Decomp",".","jobshop_gini.mzn","new_dzn/maxeff_ta60_5a_alloc1.dzn","OPTIMAL_SOLUTION","53.96424140967429","39957","44589","0.543778","1600","41507","225","0","43088","750","207632698","20725","minimize","results","-37796","0","3131","20728","225","113881","63713","49.3281","3.2073"
"Gecode_Decomp",".","jobshop_gini.mzn","new_dzn/mindis_ta60_3a_alloc2.dzn","OPTIMAL_SOLUTION","33.40985891222954","39957","44572","0.540159","1600","41507","17","0","43071","269","165309979","20725","minimize","results","0","0","3114","15631","17","34133","63696","28.6837","3.2962"
"Median_Gecode_Decomp",".","jobshop_gini.mzn","dzn/ta54_3a_alloc3.dzn","OPTIMAL_SOLUTION","30.082020854577422","39955","44563","0.551751","1600","41505","129","0","43065","743","116126214","20725","minimize","results","-11991","0","3110","9322","129","62913","63687","25.4622","3.18819"
"Median_Gecode_Decomp",".","jobshop_gini.mzn","dzn/ta33_2a_alloc1.dzn","OPTIMAL_SOLUTION","5.5640024822205305","14962","17729","0.19617","960","15892","74","0","16830","443","12212271","7935","minimize","results","-11306","0","1868","2720","74","18515","24703","3.68646","1.31869"
"Gecode_BB",".","jobshop_gini.mzn","new_dzn/maxeff_ta61_4a_alloc2.dzn","OPTIMAL_SOLUTION","64.96790509298444","53218","59327","0.699941","2100","55268","217","0","57327","1000","181592495","27600","minimize","results","-50964","0","4108","18378","217","130363","84826","59.0916","4.115669"
"Median_Gecode_Decomp",".","jobshop_gini.mzn","dzn/ta66_3a_alloc2.dzn","OPTIMAL_SOLUTION","35.824086336418986","53217","59325","0.700475","2100","55267","103","0","57327","963","109459370","27600","minimize","results","-15975","0","4110","8935","103","60166","84824","29.9012","4.132659"
"Gecode_Decomp",".","jobshop_gini.mzn","new_dzn/mindis_ta35_2a_alloc1.dzn","OPTIMAL_SOLUTION","2.3230519108474255","14962","17732","0.195503","960","15892","6","0","16831","191","2353796","7935","minimize","results","0","0","1869","409","6","1568","24706","0.457002","1.33463"
"Gecode_BB",".","jobshop_gini.mzn","new_dzn/mindis_ta73_8a_alloc3.dzn","SATISFIED","605.9543498717248","206528","218740","","4200","210628","","","","","","105200","minimize","results","2446","0","8211","","7","","","","16.642399"
"Gecode_BB",".","jobshop_gini.mzn","new_dzn/mindis_ta74_10a_alloc1.dzn","SATISFIED","606.1482768785208","206560","218774","","4200","210660","","","","","","105200","minimize","results","3046","0","8213","","13","","","","17.1836"
"Gecode_Decomp",".","jobshop_gini.mzn","new_dzn/mindis_ta32_3a_alloc3.dzn","OPTIMAL_SOLUTION","50.9436770118773","14962","17737","0.195277","960","15892","16","0","16836","230","374159482","7935","minimize","results","0","0","1874","57949","16","118011","24711","49.0929","1.31599"
"Gecode_Decomp",".","jobshop_gini.mzn","new_dzn/maxeff_ta75_8a_alloc3.dzn","UNKNOWN","605.604538988322","206558","218829","","4200","210658","","","","","","105200","minimize","results","","0","8270","","0","","","","15.4671"
"Gecode_Decomp",".","jobshop_gini.mzn","new_dzn/maxeff_ta80_9a_alloc1.dzn","SATISFIED","605.4774145837873","206571","218859","","4200","210671","","","","","","105200","minimize","results","-7801","0","8287","","8","","","","15.8419"
"Median_Gecode_BB",".","jobshop_gini.mzn","dzn/ta35_3a_alloc1.dzn","SATISFIED","600.5738895125687","14962","17730","0.213254","960","15892","46","0","16830","241","4217008380","7935","minimize","results","-5432","0","1868","881299","46","1766946","24704","598.648","1.35137"
"Median_Gecode_Decomp",".","jobshop_gini.mzn","dzn/ta46_2a_alloc1.dzn","OPTIMAL_SOLUTION","7.512515615671873","19907","23574","0.270474","1260","21137","65","0","22375","600","16411126","10560","minimize","results","-15268","0","2468","3073","65","20535","32873","5.09477","1.70053"
"Gecode_BB",".","jobshop_gini.mzn","new_dzn/mindis_ta32_3a_alloc1.dzn","SATISFIED","600.5752543620765","14962","17729","0.204611","960","15892","35","0","16829","242","4903227916","7935","minimize","results","2","0","1866","829151","35","1662853","24703","598.585","1.41545"
"Gecode_BB",".","jobshop_gini.mzn","new_dzn/maxeff_ta79_6a_alloc1.dzn","SATISFIED","606.0231512803584","206560","218771","","4200","210660","","","","","","105200","minimize","results","-5045","0","8210","","6","","","","15.6175"
"Gecode_Decomp",".","jobshop_gini.mzn","new_dzn/mindis_ta42_3a_alloc2.dzn","OPTIMAL_SOLUTION","56.91132097505033","19908","23583","0.264731","1260","21138","14","0","22382","259","428881837","10560","minimize","results","0","0","2474","47579","14","97102","32882","54.4872","1.70524"
"Gecode_BB",".","jobshop_gini.mzn","new_dzn/mindis_ta71_7a_alloc1.dzn","SATISFIED","605.6348979100585","206526","218737","","4200","210626","","","","","","105200","minimize","results","1180","0","8210","","33","","","","15.5286"
"Median_Gecode_BB",".","jobshop_gini.mzn","dzn/ta53_3a_alloc1.dzn","SATISFIED","601.6434120796621","39956","44564","0.538512","1600","41506","26","0","43064","250","2739774654","20725","minimize","results","-5207","0","3108","451647","26","905523","63688","596.738","3.26565"
"Median_Gecode_Decomp",".","jobshop_gini.mzn","dzn/ta74_8a_alloc2.dzn","OPTIMAL_SOLUTION","266.3587671816349","206574","218787","3.0357","4200","210674","138","0","214794","1289","334021732","105200","minimize","results","-12090","0","8220","16571","138","107185","319786","243.338","15.3544"
"Gecode_Decomp",".","jobshop_gini.mzn","new_dzn/mindis_ta80_9a_alloc3.dzn","SATISFIED","606.1470745746046","206571","218858","","4200","210671","","","","","","105200","minimize","results","1139","0","8286","","25","","","","15.327"
"Gecode_Decomp",".","jobshop_gini.mzn","new_dzn/maxeff_ta49_2a_alloc3.dzn","OPTIMAL_SOLUTION","12.837411403656006","19906","23577","0.28683","1260","21136","100","0","22376","600","27229333","10560","minimize","results","-29752","0","2470","5257","100","37204","32876","10.1452","1.90024"
"Gecode_BB",".","jobshop_gini.mzn","new_dzn/maxeff_ta69_4a_alloc1.dzn","OPTIMAL_SOLUTION","55.66328636743128","53218","59327","0.701492","2100","55268","169","0","57327","1000","163866375","27600","minimize","results","-50871","0","4108","15365","169","103625","84826","49.5557","4.29844"
"Gecode_Decomp",".","jobshop_gini.mzn","new_dzn/mindis_ta73_6a_alloc3.dzn","SATISFIED","606.458949347958","206562","218804","","4200","210662","","","","","","105200","minimize","results","859","0","8241","","14","","","","15.3544"
"Median_Gecode_BB",".","jobshop_gini.mzn","dzn/ta67_3a_alloc1.dzn","SATISFIED","601.9722607117146","53216","59324","0.698126","2100","55266","17","0","57324","242","2819597957","27600","minimize","results","-5130","0","4108","334146","17","669871","84823","595.695","4.30922"
"Gecode_BB",".","jobshop_gini.mzn","new_dzn/maxeff_ta80_5a_alloc1.dzn","SATISFIED","606.1930318977684","206583","218793","","4200","210683","","","","","","105200","minimize","results","-62754","0","8209","","281","","","","15.5693"
"Median_Gecode_BB",".","jobshop_gini.mzn","dzn/ta41_3a_alloc3.dzn","SATISFIED","600.8213135842234","19908","23576","0.29127","1260","21138","22","0","22376","280","4324127033","10560","minimize","results","-6550","0","2468","661284","22","1325000","32875","598.195","1.80641"
"Gecode_BB",".","jobshop_gini.mzn","new_dzn/maxeff_ta75_9a_alloc1.dzn","SATISFIED","605.7991435565054","206558","218772","","4200","210658","","","","","","105200","minimize","results","-8520","0","8213","","4","","","","15.6377"
"Median_Gecode_Decomp",".","jobshop_gini.mzn","dzn/ta47_3a_alloc1.dzn","OPTIMAL_SOLUTION","10.185703296214342","19906","23574","0.295135","1260","21136","66","0","22376","600","24531645","10560","minimize","results","-9895","0","2470","3719","66","25442","32873","7.61008","1.76721"
"Median_Gecode_Decomp",".","jobshop_gini.mzn","dzn/ta76_5a_alloc1.dzn","OPTIMAL_SOLUTION","495.5066812764853","206558","218768","3.01759","4200","210658","207","0","214772","1655","750881140","105200","minimize","results","-19617","0","8214","27899","207","185745","319767","472.366","15.451"
"Gecode_BB",".","jobshop_gini.mzn","new_dzn/mindis_ta79_8a_alloc2.dzn","SATISFIED","606.2475901246071","206560","218772","","4200","210660","","","","","","105200","minimize","results","2898","0","8211","","16","","","","15.8374"
"Gecode_Decomp",".","jobshop_gini.mzn","new_dzn/mindis_ta71_8a_alloc3.dzn","SATISFIED","605.6325108837336","206561","218831","","4200","210661","","","","","","105200","minimize","results","2262","0","8269","","48","","","","15.8156"
"Median_Gecode_Decomp",".","jobshop_gini.mzn","dzn/ta78_7a_alloc1.dzn","OPTIMAL_SOLUTION","357.2860568817705","206560","218772","2.97045","4200","210660","164","0","214778","1498","540753678","105200","minimize","results","-14017","0","8218","21906","164","144369","319771","334.563","15.2451"
"Gecode_BB",".","jobshop_gini.mzn","new_dzn/maxeff_ta38_2a_alloc2.dzn","OPTIMAL_SOLUTION","6.754073990508914","14962","17729","0.196568","960","15892","93","0","16829","450","15802960","7935","minimize","results","-22323","0","1866","3860","93","26651","24703","4.8433","1.35378"
"Gecode_BB",".","jobshop_gini.mzn","new_dzn/maxeff_ta45_2a_alloc1.dzn","OPTIMAL_SOLUTION","8.970146467909217","19908","23575","0.262428","1260","21138","81","0","22375","600","21882150","10560","minimize","results","-30646","0","2466","4334","81","29175","32874","6.50925","1.74653"
"Median_Gecode_Decomp",".","jobshop_gini.mzn","dzn/ta46_3a_alloc1.dzn","OPTIMAL_SOLUTION","8.204551964998245","19907","23575","0.296539","1260","21137","58","0","22377","570","16207551","10560","minimize","results","-9483","0","2470","2811","58","19111","32874","5.53823","1.86086"
"Gecode_Decomp",".","jobshop_gini.mzn","new_dzn/mindis_ta57_4a_alloc2.dzn","SATISFIED","601.4983350522816","39955","44577","0.53408","1600","41505","34","0","43076","341","3722653093","20725","minimize","results","8","0","3121","288710","34","584578","63701","596.767","3.23554"
"Gecode_BB",".","jobshop_gini.mzn","new_dzn/maxeff_ta38_2a_alloc3.dzn","OPTIMAL_SOLUTION","6.860312709584832","14962","17729","0.226272","960","15892","94","0","16829","450","15820006","7935","minimize","results","-22323","0","1866","3873","94","26734","24703","4.88153","1.4094"
"Gecode_Decomp",".","jobshop_gini.mzn","new_dzn/mindis_ta64_5a_alloc3.dzn","SATISFIED","602.2134494390339","53216","59347","0.710093","2100","55266","27","0","57346","345","2980290812","27600","minimize","results","641","0","4130","233331","27","472437","84846","595.786","4.22146"
"Median_Gecode_Decomp",".","jobshop_gini.mzn","dzn/ta53_5a_alloc2.dzn","OPTIMAL_SOLUTION","20.341629503294826","39956","44566","0.583647","1600","41506","83","0","43070","622","42086667","20725","minimize","results","-7167","0","3114","4863","83","31061","63690","15.3445","3.42267"
"Gecode_Decomp",".","jobshop_gini.mzn","new_dzn/maxeff_ta71_7a_alloc1.dzn","SATISFIED","605.5790018588305","206526","218782","","4200","210626","","","","","","105200","minimize","results","-46463","0","8255","","182","","","","15.4494"
"Gecode_BB",".","jobshop_gini.mzn","new_dzn/maxeff_ta80_6a_alloc3.dzn","SATISFIED","605.3139164187014","206561","218772","","4200","210661","","","","","","105200","minimize","results","-12807","0","8210","","36","","","","15.1548"
"Gecode_BB",".","jobshop_gini.mzn","new_dzn/mindis_ta59_5a_alloc1.dzn","SATISFIED","601.7034838236868","39955","44564","0.534778","1600","41505","48","0","43064","289","3923684232","20725","minimize","results","194","0","3108","378180","48","764591","63688","596.835","3.16849"
"Gecode_Decomp",".","jobshop_gini.mzn","new_dzn/mindis_ta59_5a_alloc1.dzn","SATISFIED","601.5499599184841","39955","44586","0.539326","1600","41505","63","0","43085","289","2881638701","20725","minimize","results","76","0","3130","302206","63","615199","63710","596.724","3.2781"
"Gecode_BB",".","jobshop_gini.mzn","new_dzn/maxeff_ta55_5a_alloc1.dzn","OPTIMAL_SOLUTION","37.540313275530934","39956","44566","0.588082","1600","41506","188","0","43066","750","129065150","20725","minimize","results","-36869","0","3109","13536","188","88690","63690","32.8646","3.26691"
"Gecode_BB",".","jobshop_gini.mzn","new_dzn/maxeff_ta74_9a_alloc1.dzn","SATISFIED","605.748016661033","206560","218774","","4200","210660","","","","","","105200","minimize","results","-14443","0","8213","","25","","","","15.7243"
"Gecode_Decomp",".","jobshop_gini.mzn","new_dzn/maxeff_ta66_4a_alloc1.dzn","OPTIMAL_SOLUTION","53.253404688090086","53217","59340","0.704165","2100","55267","144","0","57339","1000","154982965","27600","minimize","results","-50390","0","4122","13404","144","92969","84839","47.0272","4.38568"
"Median_Gecode_BB",".","jobshop_gini.mzn","dzn/ta56_5a_alloc1.dzn","SATISFIED","601.5136420913041","39953","44563","0.559867","1600","41503","24","0","43063","222","2809405936","20725","minimize","results","-2979","0","3110","462334","24","926677","63687","596.639","3.36545"
"Gecode_Decomp",".","jobshop_gini.mzn","new_dzn/mindis_ta48_3a_alloc2.dzn","OPTIMAL_SOLUTION","160.3911316525191","19907","23582","0.272652","1260","21137","16","0","22381","261","1214536559","10560","minimize","results","0","0","2474","129436","16","261102","32881","157.881","1.7111"
"Gecode_Decomp",".","jobshop_gini.mzn","new_dzn/maxeff_ta61_5a_alloc3.dzn","OPTIMAL_SOLUTION","68.03445167466998","53218","59350","0.720037","2100","55268","213","0","57349","1000","183493672","27600","minimize","results","-50964","0","4131","18240","213","128716","84849","61.6582","4.46771"
"Median_Gecode_Decomp",".","jobshop_gini.mzn","dzn/ta55_5a_alloc2.dzn","OPTIMAL_SOLUTION","20.40206318348646","39956","44566","0.583941","1600","41506","90","0","43070","629","45855875","20725","minimize","results","-7127","0","3114","5353","90","34555","63690","15.5898","3.31286"
"Gecode_BB",".","jobshop_gini.mzn","new_dzn/maxeff_ta53_5a_alloc1.dzn","OPTIMAL_SOLUTION","32.66516771912575","39956","44566","0.529835","1600","41506","157","0","43066","750","105187807","20725","minimize","results","-37381","0","3109","11157","157","74705","63690","28.1257","3.13573"
"Gecode_BB",".","jobshop_gini.mzn","new_dzn/mindis_ta72_9a_alloc3.dzn","SATISFIED","605.5321841072291","206561","218774","","4200","210661","","","","","","105200","minimize","results","2492","0","8212","","21","","","","15.3988"
"Gecode_BB",".","jobshop_gini.mzn","new_dzn/maxeff_ta74_8a_alloc2.dzn","SATISFIED","605.8841472417116","206574","218787","","4200","210674","","","","","","105200","minimize","results","-37101","0","8212","","92","","","","15.5442"
"Gecode_BB",".","jobshop_gini.mzn","new_dzn/mindis_ta78_5a_alloc2.dzn","SATISFIED","605.7066254150122","206582","218791","","4200","210682","","","","","","105200","minimize","results","417","0","8208","","10","","","","15.6356"
"Gecode_Decomp",".","jobshop_gini.mzn","new_dzn/maxeff_ta73_6a_alloc3.dzn","SATISFIED","606.1870412528515","206562","218805","","4200","210662","","","","","","105200","minimize","results","-71195","0","8242","","249","","","","15.4978"
"Gecode_BB",".","jobshop_gini.mzn","new_dzn/mindis_ta72_10a_alloc3.dzn","SATISFIED","605.7337902802974","206561","218775","","4200","210661","","","","","","105200","minimize","results","1624","0","8213","","28","","","","15.3853"
"Gecode_Decomp",".","jobshop_gini.mzn","new_dzn/maxeff_ta50_2a_alloc1.dzn","OPTIMAL_SOLUTION","10.209571244195104","19908","23579","0.269253","1260","21138","97","0","22378","600","19706590","10560","minimize","results","-30657","0","2470","4682","97","32113","32878","7.75851","1.74465"
"Median_Gecode_BB",".","jobshop_gini.mzn","dzn/ta41_2a_alloc2.dzn","SATISFIED","600.9421459194273","19908","23575","0.322236","1260","21138","35","0","22375","336","4146608744","10560","minimize","results","-8480","0","2467","635894","35","1276769","32874","597.869","2.13449"
"Gecode_Decomp",".","jobshop_gini.mzn","new_dzn/mindis_ta78_5a_alloc2.dzn","SATISFIED","605.6840734370053","206582","218813","","4200","210682","","","","","","105200","minimize","results","415","0","8230","","11","","","","15.5247"
"Median_Gecode_BB",".","jobshop_gini.mzn","dzn/ta63_4a_alloc3.dzn","SATISFIED","602.2243673875928","53217","59326","0.733795","2100","55267","21","0","57326","299","2672112757","27600","minimize","results","-3976","0","4109","319856","21","641909","84825","595.616","4.38853"
"Gecode_BB",".","jobshop_gini.mzn","new_dzn/maxeff_ta50_3a_alloc3.dzn","OPTIMAL_SOLUTION","10.034548968076706","19908","23576","0.29104","1260","21138","91","0","22376","600","19564536","10560","minimize","results","-30657","0","2467","4595","91","31414","32875","7.2845","1.99486"
"Gecode_Decomp",".","jobshop_gini.mzn","new_dzn/mindis_ta72_10a_alloc2.dzn","SATISFIED","605.3576806019992","206561","218867","","4200","210661","","","","","","105200","minimize","results","2493","0","8305","","28","","","","15.0343"
"Gecode_Decomp",".","jobshop_gini.mzn","new_dzn/maxeff_ta74_7a_alloc3.dzn","SATISFIED","605.6147790607065","206574","218830","","4200","210674","","","","","","105200","minimize","results","-12540","0","8255","","23","","","","15.2963"
"Gecode_BB",".","jobshop_gini.mzn","new_dzn/maxeff_ta59_4a_alloc2.dzn","OPTIMAL_SOLUTION","40.89784047007561","39955","44564","0.561991","1600","41505","206","0","43064","750","142105342","20725","minimize","results","-36864","0","3108","14367","206","98596","63688","36.3902","3.08073"
"Median_Gecode_Decomp",".","jobshop_gini.mzn","dzn/ta78_6a_alloc1.dzn","OPTIMAL_SOLUTION","378.63137747347355","206560","218771","2.9117","4200","210660","203","0","214776","1421","542860166","105200","minimize","results","-16341","0","8216","24251","203","164221","319770","356.06","15.3902"
"Gecode_BB",".","jobshop_gini.mzn","new_dzn/mindis_ta77_10a_alloc3.dzn","SATISFIED","605.6618576738983","206560","218774","","4200","210660","","","","","","105200","minimize","results","1369","0","8213","","32","","","","15.7713"
"Gecode_Decomp",".","jobshop_gini.mzn","new_dzn/maxeff_ta72_6a_alloc3.dzn","SATISFIED","605.7250498197973","206561","218804","","4200","210661","","","","","","105200","minimize","results","-12897","0","8242","","44","","","","15.46"
"Median_Gecode_Decomp",".","jobshop_gini.mzn","dzn/ta37_3a_alloc3.dzn","OPTIMAL_SOLUTION","6.124836929142475","14961","17729","0.19806","960","15891","76","0","16831","430","16231766","7935","minimize","results","-7386","0","1870","3189","76","21527","24703","4.12685","1.44249"
"Gecode_Decomp",".","jobshop_gini.mzn","new_dzn/maxeff_ta61_4a_alloc1.dzn","OPTIMAL_SOLUTION","78.50549111887813","53218","59341","0.71349","2100","55268","214","0","57340","1000","232997349","27600","minimize","results","-50964","0","4122","21678","214","134847","84840","72.1188","4.42431"
"Median_Gecode_Decomp",".","jobshop_gini.mzn","dzn/ta73_7a_alloc2.dzn","OPTIMAL_SOLUTION","349.867838088423","206562","218774","2.96898","4200","210662","145","0","214780","1461","467417286","105200","minimize","results","-13890","0","8218","19489","145","126335","319773","326.444","15.7049"
"Median_Gecode_Decomp",".","jobshop_gini.mzn","dzn/ta78_8a_alloc2.dzn","OPTIMAL_SOLUTION","300.2770700529218","206560","218773","2.96541","4200","210660","158","0","214780","1342","378261340","105200","minimize","results","-12364","0","8220","18820","158","123786","319772","277.639","15.317"
"Gecode_Decomp",".","jobshop_gini.mzn","new_dzn/mindis_ta61_5a_alloc2.dzn","SATISFIED","601.9570425208658","53218","59349","0.714661","2100","55268","55","0","57348","341","2617959443","27600","minimize","results","8","0","4130","215030","55","437879","84848","595.832","4.1725"
"Median_Gecode_BB",".","jobshop_gini.mzn","dzn/ta33_2a_alloc3.dzn","SATISFIED","600.6032160148025","14962","17729","0.199002","960","15892","40","0","16829","297","4507663856","7935","minimize","results","-7251","0","1867","938156","40","1881658","24703","598.713","1.28665"
"Median_Gecode_Decomp",".","jobshop_gini.mzn","dzn/ta58_4a_alloc3.dzn","OPTIMAL_SOLUTION","24.64194211177528","39957","44566","0.615417","1600","41507","112","0","43069","586","51268256","20725","minimize","results","-9560","0","3112","6249","112","41093","63690","19.5414","3.50085"
"Median_Gecode_Decomp",".","jobshop_gini.mzn","dzn/ta68_3a_alloc3.dzn","OPTIMAL_SOLUTION","53.11330643482506","53217","59325","0.780136","2100","55267","117","0","57327","1000","127698685","27600","minimize","results","-16345","0","4110","9886","117","67105","84824","46.2702","4.71708"
"Median_Gecode_BB",".","jobshop_gini.mzn","dzn/ta68_3a_alloc2.dzn","SATISFIED","602.0891472045332","53217","59325","0.771472","2100","55267","27","0","57325","300","2762346624","27600","minimize","results","-6351","0","4108","329129","27","661357","84824","595.57","4.43722"
"Median_Gecode_BB",".","jobshop_gini.mzn","dzn/ta37_2a_alloc2.dzn","SATISFIED","600.5935015901923","14961","17728","0.197201","960","15891","49","0","16828","282","4401056478","7935","minimize","results","-6777","0","1867","916712","49","1839143","24702","598.442","1.5562"
"Gecode_BB",".","jobshop_gini.mzn","new_dzn/maxeff_ta55_5a_alloc2.dzn","OPTIMAL_SOLUTION","234.11445545963943","39956","44566","0.530371","1600","41506","210","0","43066","750","1295281751","20725","minimize","results","-36869","0","3109","147833","210","359499","63690","229.393","3.22182"
"Median_Gecode_BB",".","jobshop_gini.mzn","dzn/ta61_4a_alloc1.dzn","SATISFIED","602.2982389125973","53218","59327","0.763659","2100","55268","28","0","57327","338","2603428636","27600","minimize","results","-4969","0","4109","310210","28","624363","84826","595.331","4.67215"
"Gecode_BB",".","jobshop_gini.mzn","new_dzn/maxeff_ta54_3a_alloc1.dzn","OPTIMAL_SOLUTION","39.60425438173115","39955","44563","0.535392","1600","41505","197","0","43063","750","136521090","20725","minimize","results","-36991","0","3107","13264","197","95290","63687","35.0743","3.12978"
"Gecode_Decomp",".","jobshop_gini.mzn","new_dzn/maxeff_ta33_2a_alloc1.dzn","OPTIMAL_SOLUTION","7.652560092508793","14962","17733","0.195675","960","15892","108","0","16832","450","16735857","7935","minimize","results","-23693","0","1870","4295","108","30186","24707","5.71337","1.38106"
"Median_Gecode_Decomp",".","jobshop_gini.mzn","dzn/ta78_8a_alloc3.dzn","OPTIMAL_SOLUTION","280.0880445986986","206560","218773","3.05742","4200","210660","137","0","214780","1346","309508398","105200","minimize","results","-12184","0","8220","15596","137","101220","319772","256.797","15.6666"
"Median_Gecode_BB",".","jobshop_gini.mzn","dzn/ta48_3a_alloc1.dzn","SATISFIED","600.8798500560224","19907","23575","0.267083","1260","21137","26","0","22375","299","4436985871","10560","minimize","results","-6799","0","2468","678245","26","1359530","32874","598.323","1.67721"
"Gecode_Decomp",".","jobshop_gini.mzn","new_dzn/mindis_ta35_2a_alloc3.dzn","OPTIMAL_SOLUTION","3.1945556811988354","14962","17732","0.194585","960","15892","5","0","16831","205","8976819","7935","minimize","results","0","0","1869","1568","5","3818","24706","1.33318","1.33045"
"Gecode_BB",".","jobshop_gini.mzn","new_dzn/mindis_ta54_3a_alloc3.dzn","SATISFIED","601.4395415131003","39955","44562","0.521576","1600","41505","25","0","43062","284","4170882359","20725","minimize","results","220","0","3106","365510","25","735550","63686","596.798","3.20372"
"Median_Gecode_Decomp",".","jobshop_gini.mzn","dzn/ta65_5a_alloc3.dzn","OPTIMAL_SOLUTION","26.512105651199818","53218","59328","0.716496","2100","55268","93","0","57332","803","50863625","27600","minimize","results","-9404","0","4114","6139","93","41998","84827","20.1132","4.55337"
"Gecode_BB",".","jobshop_gini.mzn","new_dzn/mindis_ta75_6a_alloc1.dzn","SATISFIED","605.5880280490965","206579","218789","","4200","210679","","","","","","105200","minimize","results","1779","0","8209","","10","","","","15.6589"
"Gecode_BB",".","jobshop_gini.mzn","new_dzn/mindis_ta54_4a_alloc3.dzn","SATISFIED","601.5422049798071","39955","44563","0.569609","1600","41505","22","0","43063","352","4476302011","20725","minimize","results","97","0","3107","308663","22","622456","63687","596.731","3.2717"
"Gecode_Decomp",".","jobshop_gini.mzn","new_dzn/mindis_ta68_5a_alloc2.dzn","SATISFIED","602.0964314602315","53217","59348","0.739032","2100","55267","27","0","57347","325","2630107732","27600","minimize","results","671","0","4130","220635","27","446927","84847","595.61","4.39309"
"Gecode_Decomp",".","jobshop_gini.mzn","new_dzn/mindis_ta73_7a_alloc3.dzn","SATISFIED","605.6878687441349","206563","218818","","4200","210663","","","","","","105200","minimize","results","826","0","8254","","30","","","","15.5356"
"Gecode_BB",".","jobshop_gini.mzn","new_dzn/mindis_ta79_5a_alloc1.dzn","SATISFIED","605.7971328552812","206560","218769","","4200","210660","","","","","","105200","minimize","results","937","0","8208","","4","","","","15.5442"
"Gecode_Decomp",".","jobshop_gini.mzn","new_dzn/mindis_ta74_5a_alloc3.dzn","SATISFIED","605.934018900618","206560","218791","","4200","210660","","","","","","105200","minimize","results","282","0","8230","","25","","","","15.8694"
"Median_Gecode_BB",".","jobshop_gini.mzn","dzn/ta79_8a_alloc1.dzn","SATISFIED","606.1109715811908","206560","218773","","4200","210660","","","","","","105200","minimize","results","-975","0","8213","","7","","","","16.1914"
"Gecode_Decomp",".","jobshop_gini.mzn","new_dzn/maxeff_ta43_2a_alloc2.dzn","OPTIMAL_SOLUTION","9.187272295355797","19907","23578","0.268934","1260","21137","84","0","22377","600","20563543","10560","minimize","results","-29578","0","2470","4272","84","29412","32877","6.84593","1.63596"
"Gecode_Decomp",".","jobshop_gini.mzn","new_dzn/mindis_ta49_3a_alloc1.dzn","OPTIMAL_SOLUTION","312.19531373120844","19906","23581","0.261436","1260","21136","27","0","22380","261","2364673738","10560","minimize","results","0","0","2474","249691","27","503184","32880","309.817","1.65542"
"Gecode_Decomp",".","jobshop_gini.mzn","new_dzn/mindis_ta77_5a_alloc3.dzn","SATISFIED","606.2236936297268","206559","218790","","4200","210659","","","","","","105200","minimize","results","859","0","8230","","23","","","","17.0944"
