"configuration","problem","model","data_file","status","time","flatBoolVars","flatIntConstraints","initTime","eliminatedImplications","evaluatedHalfReifiedConstraints","solutions","restarts","variables","peakDepth","propagations","flatBoolConstraints","method","run","objective","paths","flatIntVars","failures","nSolutions","nodes","propagators","solveTime","flatTime"
"Median_Gecode_Decomp",".","jobshop_gini.mzn","dzn/ta79_9a_alloc1.dzn","OPTIMAL_SOLUTION","324.50625069253147","206560","218774","3.12437","4200","210660","151","0","214782","1409","414814309","105200","minimize","results","-10893","0","8222","18795","151","124563","319773","301.3","15.5092"
"Gecode_BB",".","jobshop_gini.mzn","new_dzn/maxeff_ta53_3a_alloc3.dzn","OPTIMAL_SOLUTION","36.48434690013528","39956","44564","0.540507","1600","41506","177","0","43064","750","117182500","20725","minimize","results","-37381","0","3107","12821","177","80102","63688","31.8899","3.18221"
"Median_Gecode_BB",".","jobshop_gini.mzn","dzn/ta33_3a_alloc3.dzn","SATISFIED","600.6805233191699","14962","17730","0.196428","960","15892","29","0","16830","215","4340293686","7935","minimize","results","-5077","0","1868","905078","29","1812763","24704","598.496","1.50348"
"Gecode_BB",".","jobshop_gini.mzn","new_dzn/maxeff_ta63_5a_alloc2.dzn","OPTIMAL_SOLUTION","65.47811956889927","53217","59327","0.705577","2100","55267","179","0","57327","1000","243202177","27600","minimize","results","-49121","0","4109","17233","179","122718","84826","59.3556","4.32053"
"Gecode_Decomp",".","jobshop_gini.mzn","new_dzn/mindis_ta60_3a_alloc1.dzn","OPTIMAL_SOLUTION","199.4170474857092","39957","44572","0.576701","1600","41507","47","0","43071","272","1133177613","20725","minimize","results","0","0","3114","116347","47","240467","63696","194.734","3.22431"
"Gecode_Decomp",".","jobshop_gini.mzn","new_dzn/maxeff_ta36_3a_alloc1.dzn","OPTIMAL_SOLUTION","5.619086494669318","14962","17738","0.194803","960","15892","69","0","16837","450","13137712","7935","minimize","results","-22959","0","1875","3093","69","19462","24712","3.74655","1.33256"
"Median_Gecode_BB",".","jobshop_gini.mzn","dzn/ta72_10a_alloc2.dzn","SATISFIED","606.0101594105363","206561","218776","","4200","210661","","","","","","105200","minimize","results","-1093","0","8215","","11","","","","15.8706"
"Gecode_BB",".","jobshop_gini.mzn","new_dzn/maxeff_ta66_4a_alloc1.dzn","OPTIMAL_SOLUTION","52.93121598102152","53217","59326","0.711403","2100","55267","144","0","57326","1000","155026295","27600","minimize","results","-50390","0","4108","13415","144","92993","84825","46.8268","4.26397"
"Median_Gecode_Decomp",".","jobshop_gini.mzn","dzn/ta75_8a_alloc3.dzn","OPTIMAL_SOLUTION","353.3812430817634","206558","218771","3.63345","4200","210658","143","0","214778","1321","353700285","105200","minimize","results","-12195","0","8220","17123","143","112214","319770","324.392","19.0565"
"Gecode_Decomp",".","jobshop_gini.mzn","new_dzn/mindis_ta44_3a_alloc1.dzn","OPTIMAL_SOLUTION","138.54892613179982","19908","23583","0.26929","1260","21138","15","0","22382","267","1074206071","10560","minimize","results","0","0","2474","106503","15","215694","32882","136.131","1.67223"
"Median_Gecode_Decomp",".","jobshop_gini.mzn","dzn/ta54_5a_alloc3.dzn","OPTIMAL_SOLUTION","20.68556709960103","39955","44565","0.634655","1600","41505","81","0","43069","596","38643139","20725","minimize","results","-7030","0","3114","4602","81","29684","63689","15.4619","3.57771"
"Gecode_Decomp",".","jobshop_gini.mzn","new_dzn/maxeff_ta38_3a_alloc3.dzn","OPTIMAL_SOLUTION","6.572835825383663","14962","17738","0.191485","960","15892","91","0","16837","450","16503916","7935","minimize","results","-22323","0","1875","4001","91","26767","24712","4.69742","1.34306"
"Gecode_BB",".","jobshop_gini.mzn","new_dzn/mindis_ta71_10a_alloc3.dzn","SATISFIED","605.6738865785301","206561","218775","","4200","210661","","","","","","105200","minimize","results","1194","0","8213","","6","","","","15.3079"
"Median_Gecode_Decomp",".","jobshop_gini.mzn","dzn/ta51_5a_alloc1.dzn","OPTIMAL_SOLUTION","19.43823930248618","39956","44566","0.530914","1600","41506","97","0","43070","649","48164944","20725","minimize","results","-7432","0","3114","5569","97","35819","63690","14.7875","3.25781"
"Gecode_BB",".","jobshop_gini.mzn","new_dzn/maxeff_ta80_9a_alloc2.dzn","SATISFIED","605.2717405818403","206571","218785","","4200","210671","","","","","","105200","minimize","results","-56521","0","8213","","217","","","","15.5554"
"Median_Gecode_Decomp",".","jobshop_gini.mzn","dzn/ta68_3a_alloc2.dzn","OPTIMAL_SOLUTION","54.46345343068242","53217","59325","0.812386","2100","55267","121","0","57327","1000","130886977","27600","minimize","results","-16542","0","4110","10460","121","70532","84824","47.5181","4.77681"
"Median_Gecode_Decomp",".","jobshop_gini.mzn","dzn/ta76_9a_alloc2.dzn","OPTIMAL_SOLUTION","284.66229361481965","206558","218772","3.27702","4200","210658","138","0","214780","1405","357633492","105200","minimize","results","-10982","0","8222","16698","138","111422","319771","260.791","16.1005"
"Gecode_Decomp",".","jobshop_gini.mzn","new_dzn/maxeff_ta62_5a_alloc1.dzn","OPTIMAL_SOLUTION","435.68047408014536","53250","59382","0.707332","2100","55300","199","0","57381","1000","2148578512","27600","minimize","results","-51598","0","4131","156988","199","392398","84881","429.467","4.16263"
"Median_Gecode_BB",".","jobshop_gini.mzn","dzn/ta65_3a_alloc2.dzn","SATISFIED","602.1580320037901","53218","59326","0.802323","2100","55268","20","0","57326","281","2565498443","27600","minimize","results","-5648","0","4108","306635","20","615268","84825","595.256","4.75314"
"Gecode_Decomp",".","jobshop_gini.mzn","new_dzn/mindis_ta72_6a_alloc1.dzn","SATISFIED","605.8731827493757","206561","218803","","4200","210661","","","","","","105200","minimize","results","758","0","8241","","12","","","","15.7233"
"Median_Gecode_BB",".","jobshop_gini.mzn","dzn/ta32_3a_alloc3.dzn","SATISFIED","600.6454761363566","14962","17730","0.206205","960","15892","25","0","16830","216","4133062633","7935","minimize","results","-4991","0","1868","864460","25","1731079","24704","598.608","1.39102"
"Gecode_Decomp",".","jobshop_gini.mzn","new_dzn/mindis_ta78_9a_alloc2.dzn","SATISFIED","605.6091225594282","206560","218847","","4200","210660","","","","","","105200","minimize","results","2314","0","8286","","20","","","","15.6035"
"Gecode_Decomp",".","jobshop_gini.mzn","new_dzn/mindis_ta59_3a_alloc1.dzn","SATISFIED","601.4398004859686","39955","44570","0.539564","1600","41505","32","0","43069","297","3285215173","20725","minimize","results","1","0","3114","358312","32","722179","63694","596.798","3.20713"
"Median_Gecode_Decomp",".","jobshop_gini.mzn","dzn/ta61_3a_alloc2.dzn","OPTIMAL_SOLUTION","57.98576336726546","53218","59326","0.780579","2100","55268","142","0","57328","982","144614597","27600","minimize","results","-16404","0","4110","11556","142","80514","84825","51.2259","4.66153"
"Median_Gecode_BB",".","jobshop_gini.mzn","dzn/ta61_4a_alloc3.dzn","SATISFIED","602.3451330550015","53218","59327","0.826001","2100","55268","16","0","57327","281","2609405498","27600","minimize","results","-3828","0","4109","310550","16","622842","84826","594.812","5.1948"
"Gecode_Decomp",".","jobshop_gini.mzn","new_dzn/mindis_ta45_3a_alloc1.dzn","OPTIMAL_SOLUTION","73.09198861569166","19908","23583","0.264246","1260","21138","12","0","22382","264","559540254","10560","minimize","results","0","0","2474","59442","12","120926","32882","70.3677","1.95408"
"Gecode_Decomp",".","jobshop_gini.mzn","new_dzn/maxeff_ta32_3a_alloc1.dzn","OPTIMAL_SOLUTION","9.64701803587377","14962","17738","0.210827","960","15892","134","0","16837","450","27895697","7935","minimize","results","-23206","0","1875","6502","134","41087","24712","7.7165","1.36234"
"Median_Gecode_BB",".","jobshop_gini.mzn","dzn/ta75_10a_alloc2.dzn","SATISFIED","606.189406953752","206558","218773","","4200","210658","","","","","","105200","minimize","results","-1766","0","8215","","13","","","","15.9056"
"Gecode_Decomp",".","jobshop_gini.mzn","new_dzn/maxeff_ta79_8a_alloc1.dzn","SATISFIED","605.8025968316942","206560","218831","","4200","210660","","","","","","105200","minimize","results","-57414","0","8270","","231","","","","15.7361"
"Gecode_Decomp",".","jobshop_gini.mzn","new_dzn/mindis_ta67_4a_alloc2.dzn","SATISFIED","602.0809642076492","53216","59338","0.722425","2100","55266","36","0","57337","421","3352958612","27600","minimize","results","26","0","4121","229870","36","468706","84837","595.531","4.47369"
"Gecode_Decomp",".","jobshop_gini.mzn","new_dzn/mindis_ta70_5a_alloc1.dzn","SATISFIED","601.9188192356378","53218","59349","0.718301","2100","55268","33","0","57348","362","3024283345","27600","minimize","results","102","0","4130","228151","33","463822","84848","595.709","4.29734"
"Median_Gecode_Decomp",".","jobshop_gini.mzn","dzn/ta75_7a_alloc2.dzn","OPTIMAL_SOLUTION","389.3664042316377","206579","218791","3.4619","4200","210679","170","0","214797","1495","541986682","105200","minimize","results","-13895","0","8218","22335","170","145919","319790","365.351","15.978"
"Median_Gecode_BB",".","jobshop_gini.mzn","dzn/ta68_4a_alloc1.dzn","SATISFIED","602.0063353162259","53217","59326","0.722736","2100","55267","19","0","57326","282","2863973539","27600","minimize","results","-4012","0","4109","341155","19","684244","84825","595.223","4.78108"
"Gecode_Decomp",".","jobshop_gini.mzn","new_dzn/maxeff_ta80_9a_alloc2.dzn","SATISFIED","605.516316248104","206571","218859","","4200","210671","","","","","","105200","minimize","results","-63679","0","8287","","253","","","","16.1538"
"Gecode_Decomp",".","jobshop_gini.mzn","new_dzn/maxeff_ta34_2a_alloc2.dzn","OPTIMAL_SOLUTION","5.766887795180082","14962","17733","0.192233","960","15892","74","0","16832","450","12583260","7935","minimize","results","-23443","0","1870","3008","74","19617","24707","3.84643","1.36838"
"Gecode_Decomp",".","jobshop_gini.mzn","new_dzn/maxeff_ta71_6a_alloc1.dzn","SATISFIED","605.7770869303495","206526","218769","","4200","210626","","","","","","105200","minimize","results","-37311","0","8242","","139","","","","17.3811"
"Median_Gecode_Decomp",".","jobshop_gini.mzn","dzn/ta78_5a_alloc3.dzn","OPTIMAL_SOLUTION","507.17479197867215","206582","218792","3.18901","4200","210682","195","0","214796","1675","766017383","105200","minimize","results","-19618","0","8214","27802","195","183960","319791","483.727","15.5429"
"Median_Gecode_Decomp",".","jobshop_gini.mzn","dzn/ta71_7a_alloc3.dzn","OPTIMAL_SOLUTION","455.60039716772735","206561","218773","3.15931","4200","210661","181","0","214779","1487","614450451","105200","minimize","results","-14162","0","8218","24557","181","161341","319772","431.655","15.9493"
"Gecode_BB",".","jobshop_gini.mzn","new_dzn/mindis_ta63_5a_alloc2.dzn","SATISFIED","601.9824331272393","53217","59326","0.726527","2100","55267","21","0","57326","341","3813653158","27600","minimize","results","178","0","4108","285628","21","575674","84825","595.689","4.31505"
"Gecode_Decomp",".","jobshop_gini.mzn","new_dzn/maxeff_ta38_2a_alloc3.dzn","OPTIMAL_SOLUTION","6.4715635497123","14962","17733","0.190323","960","15892","94","0","16832","450","15820926","7935","minimize","results","-22323","0","1870","3872","94","26732","24707","4.65045","1.29876"
"Gecode_BB",".","jobshop_gini.mzn","new_dzn/mindis_ta80_6a_alloc3.dzn","SATISFIED","605.7557203602046","206561","218771","","4200","210661","","","","","","105200","minimize","results","1281","0","8209","","16","","","","15.5214"
"Gecode_BB",".","jobshop_gini.mzn","new_dzn/mindis_ta79_10a_alloc1.dzn","SATISFIED","605.841039923951","206561","218775","","4200","210661","","","","","","105200","minimize","results","2338","0","8213","","10","","","","15.7892"
"Gecode_Decomp",".","jobshop_gini.mzn","new_dzn/maxeff_ta41_2a_alloc1.dzn","OPTIMAL_SOLUTION","10.433136358857155","19908","23579","0.287232","1260","21138","80","0","22378","600","19895130","10560","minimize","results","-31279","0","2470","4116","80","27590","32878","7.90902","1.73832"
"Gecode_BB",".","jobshop_gini.mzn","new_dzn/maxeff_ta47_3a_alloc3.dzn","OPTIMAL_SOLUTION","10.508113184943795","19906","23574","0.264393","1260","21136","94","0","22374","600","28973793","10560","minimize","results","-30223","0","2467","5504","94","37735","32873","8.14202","1.68363"
"Median_Gecode_BB",".","jobshop_gini.mzn","dzn/ta80_9a_alloc3.dzn","SATISFIED","605.9917265344411","206571","218785","","4200","210671","","","","","","105200","minimize","results","-1207","0","8214","","11","","","","15.6616"
"Gecode_Decomp",".","jobshop_gini.mzn","new_dzn/maxeff_ta60_3a_alloc2.dzn","OPTIMAL_SOLUTION","38.59960296563804","39957","44573","0.521856","1600","41507","188","0","43072","750","144334844","20725","minimize","results","-37796","0","3115","13827","188","94405","63697","34.1271","3.11296"
"Median_Gecode_BB",".","jobshop_gini.mzn","dzn/ta74_5a_alloc3.dzn","SATISFIED","606.0085537731647","206560","218770","","4200","210660","","","","","","105200","minimize","results","-3423","0","8210","","17","","","","15.7612"
"Gecode_BB",".","jobshop_gini.mzn","new_dzn/maxeff_ta56_4a_alloc1.dzn","OPTIMAL_SOLUTION","105.81750132702291","39953","44562","0.542011","1600","41503","197","0","43062","750","617716233","20725","minimize","results","-37948","0","3108","43841","197","151867","63686","101.096","3.29388"
"Median_Gecode_BB",".","jobshop_gini.mzn","dzn/ta38_2a_alloc3.dzn","SATISFIED","600.6194846462458","14962","17729","0.199132","960","15892","36","0","16829","297","4499126873","7935","minimize","results","-6854","0","1867","936284","36","1877165","24703","598.67","1.32815"
"Median_Gecode_BB",".","jobshop_gini.mzn","dzn/ta75_9a_alloc3.dzn","SATISFIED","605.4404638465494","206558","218772","","4200","210658","","","","","","105200","minimize","results","-1990","0","8214","","14","","","","15.1384"
"Median_Gecode_Decomp",".","jobshop_gini.mzn","dzn/ta64_5a_alloc1.dzn","OPTIMAL_SOLUTION","39.370444586500525","53216","59326","0.829846","2100","55266","109","0","57330","837","75277266","27600","minimize","results","-9350","0","4114","7620","109","52173","84825","32.594299","4.6315"
"Median_Gecode_Decomp",".","jobshop_gini.mzn","dzn/ta73_8a_alloc3.dzn","OPTIMAL_SOLUTION","287.2070844937116","206563","218776","3.02621","4200","210663","135","0","214783","1349","358746139","105200","minimize","results","-12415","0","8220","16894","135","107505","319775","262.815999","16.762"
"Gecode_Decomp",".","jobshop_gini.mzn","new_dzn/mindis_ta52_3a_alloc1.dzn","OPTIMAL_SOLUTION","250.9081633836031","39957","44572","0.545099","1600","41507","7","0","43071","299","1445719799","20725","minimize","results","0","0","3114","132508","7","266384","63696","245.177","4.08166"
"Gecode_BB",".","jobshop_gini.mzn","new_dzn/maxeff_ta69_4a_alloc2.dzn","OPTIMAL_SOLUTION","55.135102121159434","53218","59327","0.69967","2100","55268","172","0","57327","1000","164199773","27600","minimize","results","-50871","0","4108","15174","172","103669","84826","49.1086","4.24789"
"Gecode_BB",".","jobshop_gini.mzn","new_dzn/mindis_ta44_3a_alloc3.dzn","OPTIMAL_SOLUTION","193.1388291157782","19908","23575","0.26687","1260","21138","14","0","22375","319","1592116179","10560","minimize","results","0","0","2466","194203","14","391015","32874","190.61","1.73682"
"Gecode_BB",".","jobshop_gini.mzn","new_dzn/maxeff_ta80_5a_alloc3.dzn","SATISFIED","605.7825380470604","206583","218793","","4200","210683","","","","","","105200","minimize","results","-62738","0","8209","","276","","","","15.6267"
"Median_Gecode_Decomp",".","jobshop_gini.mzn","dzn/ta77_6a_alloc3.dzn","OPTIMAL_SOLUTION","310.35282495617867","206559","218770","3.04329","4200","210659","139","0","214775","1396","408162698","105200","minimize","results","-16556","0","8216","18044","139","116966","319769","287.025","15.8877"
"Gecode_Decomp",".","jobshop_gini.mzn","new_dzn/maxeff_ta71_6a_alloc3.dzn","SATISFIED","605.273345861584","206526","218769","","4200","210626","","","","","","105200","minimize","results","-70166","0","8242","","306","","","","15.4608"
"Gecode_BB",".","jobshop_gini.mzn","new_dzn/maxeff_ta41_3a_alloc3.dzn","OPTIMAL_SOLUTION","9.016741260886192","19908","23576","0.268927","1260","21138","78","0","22376","600","18647666","10560","minimize","results","-31279","0","2467","3978","78","27181","32875","6.57454","1.73539"
"Median_Gecode_BB",".","jobshop_gini.mzn","dzn/ta70_4a_alloc2.dzn","SATISFIED","602.2779757492244","53250","59359","0.813949","2100","55300","24","0","57359","317","2605272063","27600","minimize","results","-4182","0","4109","309855","24","622528","84858","595.314","4.69305"
"Gecode_BB",".","jobshop_gini.mzn","new_dzn/maxeff_ta31_3a_alloc1.dzn","OPTIMAL_SOLUTION","7.377219021320343","14961","17729","0.204441","960","15891","105","0","16829","450","17671513","7935","minimize","results","-22600","0","1867","4394","105","29587","24703","5.47363","1.34163"
"Median_Gecode_Decomp",".","jobshop_gini.mzn","dzn/ta58_4a_alloc2.dzn","OPTIMAL_SOLUTION","26.447123266756535","39957","44566","0.614196","1600","41507","113","0","43069","598","51585887","20725","minimize","results","-9801","0","3112","6455","113","42218","63690","21.1939","3.59696"
"Gecode_BB",".","jobshop_gini.mzn","new_dzn/maxeff_ta55_3a_alloc2.dzn","OPTIMAL_SOLUTION","36.50773865170777","39956","44564","0.527158","1600","41506","186","0","43064","750","123749365","20725","minimize","results","-36869","0","3107","12417","186","86390","63688","31.8965","3.21671"
"Gecode_BB",".","jobshop_gini.mzn","new_dzn/mindis_ta75_8a_alloc3.dzn","SATISFIED","606.900093184784","206558","218770","","4200","210658","","","","","","105200","minimize","results","3056","0","8211","","22","","","","17.0442"
"Gecode_BB",".","jobshop_gini.mzn","new_dzn/mindis_ta39_2a_alloc2.dzn","OPTIMAL_SOLUTION","4.382170356810093","14961","17727","0.214769","960","15891","10","0","16827","201","19179273","7935","minimize","results","0","0","1865","2892","10","7088","24701","2.46778","1.36896"
"Gecode_BB",".","jobshop_gini.mzn","new_dzn/maxeff_ta55_4a_alloc3.dzn","OPTIMAL_SOLUTION","38.4887826833874","39956","44565","0.523823","1600","41506","182","0","43065","750","138984454","20725","minimize","results","-36869","0","3108","14277","182","89766","63689","33.9044","3.18201"
"Gecode_Decomp",".","jobshop_gini.mzn","new_dzn/mindis_ta78_10a_alloc1.dzn","SATISFIED","605.818378046155","206560","218866","","4200","210660","","","","","","105200","minimize","results","1194","0","8305","","13","","","","15.9044"
"Median_Gecode_BB",".","jobshop_gini.mzn","dzn/ta36_2a_alloc1.dzn","SATISFIED","600.731538252905","14962","17729","0.213731","960","15892","48","0","16829","297","4428516801","7935","minimize","results","-7070","0","1867","923208","48","1852049","24703","598.539","1.46028"
"Gecode_Decomp",".","jobshop_gini.mzn","new_dzn/maxeff_ta37_3a_alloc2.dzn","OPTIMAL_SOLUTION","7.260772492736578","14961","17737","0.19229","960","15891","103","0","16836","450","16801874","7935","minimize","results","-23807","0","1875","4246","103","29161","24711","5.35391","1.38211"
"Median_Gecode_BB",".","jobshop_gini.mzn","dzn/ta48_3a_alloc2.dzn","SATISFIED","600.7178266234696","19907","23575","0.274921","1260","21137","28","0","22375","300","4517434814","10560","minimize","results","-6925","0","2468","690029","28","1383341","32874","598.352","1.64799"
"Median_Gecode_BB",".","jobshop_gini.mzn","dzn/ta47_2a_alloc3.dzn","SATISFIED","600.990211609751","19906","23573","0.355262","1260","21136","35","0","22373","392","4203333048","10560","minimize","results","-9234","0","2467","643322","35","1292270","32872","597.75","2.25316"
"Median_Gecode_Decomp",".","jobshop_gini.mzn","dzn/ta71_8a_alloc3.dzn","OPTIMAL_SOLUTION","327.39390026405454","206561","218774","3.0481","4200","210661","154","0","214781","1369","407576266","105200","minimize","results","-12549","0","8220","18910","154","125229","319773","303.766","16.0999"
"Median_Gecode_BB",".","jobshop_gini.mzn","dzn/ta55_5a_alloc2.dzn","SATISFIED","601.5227572508156","39956","44566","0.556178","1600","41506","18","0","43066","222","2809031473","20725","minimize","results","-2592","0","3110","462164","18","925751","63690","596.646","3.3555"
"Median_Gecode_Decomp",".","jobshop_gini.mzn","dzn/ta31_3a_alloc3.dzn","OPTIMAL_SOLUTION","6.312025595456362","14961","17729","0.212321","960","15891","64","0","16831","450","12625801","7935","minimize","results","-7365","0","1870","2611","64","17427","24703","4.19957","1.47041"
"Gecode_Decomp",".","jobshop_gini.mzn","new_dzn/maxeff_ta61_5a_alloc1.dzn","OPTIMAL_SOLUTION","77.35060009360313","53218","59350","0.710974","2100","55268","236","0","57349","1000","246022953","27600","minimize","results","-50964","0","4131","22420","236","142942","84849","71.2495","4.2429"
"Gecode_Decomp",".","jobshop_gini.mzn","new_dzn/mindis_ta34_2a_alloc2.dzn","OPTIMAL_SOLUTION","2.770840646699071","14962","17732","0.200939","960","15892","4","0","16831","208","5259321","7935","minimize","results","0","0","1869","804","4","2158","24706","0.750998","1.48509"
"Median_Gecode_BB",".","jobshop_gini.mzn","dzn/ta50_3a_alloc1.dzn","SATISFIED","600.8031083736569","19908","23576","0.284277","1260","21138","23","0","22376","241","4434399740","10560","minimize","results","-5495","0","2468","677341","23","1356965","32875","598.185","1.81632"
"Gecode_Decomp",".","jobshop_gini.mzn","new_dzn/maxeff_ta38_3a_alloc2.dzn","OPTIMAL_SOLUTION","7.406377732753754","14962","17738","0.206566","960","15892","92","0","16837","450","17236788","7935","minimize","results","-22323","0","1875","4157","92","27051","24712","5.32165","1.51933"
"Median_Gecode_Decomp",".","jobshop_gini.mzn","dzn/ta66_5a_alloc2.dzn","OPTIMAL_SOLUTION","26.570379657670856","53217","59327","0.720295","2100","55267","79","0","57331","841","63552885","27600","minimize","results","-10037","0","4114","5779","79","37992","84826","20.4446","4.29428"
"Median_Gecode_Decomp",".","jobshop_gini.mzn","dzn/ta73_5a_alloc3.dzn","OPTIMAL_SOLUTION","492.75425541214645","206562","218772","3.07461","4200","210662","181","0","214776","1644","749710450","105200","minimize","results","-19586","0","8214","26243","181","170975","319771","469.334","15.5427"
"Gecode_Decomp",".","jobshop_gini.mzn","new_dzn/mindis_ta63_4a_alloc1.dzn","SATISFIED","601.9785727709532","53217","59339","0.721831","2100","55267","62","0","57338","290","2740203841","27600","minimize","results","16","0","4121","229762","62","469325","84838","595.048","4.95518"
"Median_Gecode_Decomp",".","jobshop_gini.mzn","dzn/ta73_6a_alloc3.dzn","OPTIMAL_SOLUTION","325.0852747298777","206562","218773","3.06072","4200","210662","162","0","214778","1436","421855292","105200","minimize","results","-17048","0","8216","19984","162","129732","319772","301.587","15.9989"
"Gecode_Decomp",".","jobshop_gini.mzn","new_dzn/maxeff_ta77_7a_alloc2.dzn","SATISFIED","605.9605310317129","206560","218816","","4200","210660","","","","","","105200","minimize","results","-68030","0","8255","","236","","","","15.7825"
"Gecode_Decomp",".","jobshop_gini.mzn","new_dzn/maxeff_ta71_8a_alloc3.dzn","SATISFIED","606.1054658666253","206561","218832","","4200","210661","","","","","","105200","minimize","results","-8667","0","8270","","13","","","","15.721"
"Median_Gecode_BB",".","jobshop_gini.mzn","dzn/ta60_4a_alloc3.dzn","SATISFIED","601.5771279409528","39957","44566","0.54888","1600","41507","14","0","43066","194","2922235429","20725","minimize","results","-2426","0","3109","482270","14","965568","63690","596.816","3.18629"
"Gecode_Decomp",".","jobshop_gini.mzn","new_dzn/maxeff_ta52_5a_alloc2.dzn","OPTIMAL_SOLUTION","37.6158194206655","39957","44589","0.543258","1600","41507","185","0","43088","750","139629378","20725","minimize","results","-37144","0","3131","13309","185","90983","63713","32.9914","3.17676"
"Gecode_Decomp",".","jobshop_gini.mzn","new_dzn/mindis_ta59_5a_alloc3.dzn","SATISFIED","601.4401100240648","39955","44586","0.530446","1600","41505","52","0","43085","284","2693912400","20725","minimize","results","13","0","3130","285113","52","579096","63710","596.823","3.18153"
"Median_Gecode_BB",".","jobshop_gini.mzn","dzn/ta38_2a_alloc2.dzn","SATISFIED","600.7730351425707","14962","17729","0.21681","960","15892","35","0","16829","268","4396935209","7935","minimize","results","-6245","0","1867","915773","35","1835594","24703","598.505","1.49758"
"Median_Gecode_Decomp",".","jobshop_gini.mzn","dzn/ta79_8a_alloc1.dzn","OPTIMAL_SOLUTION","342.76115080341697","206560","218773","3.29242","4200","210660","165","0","214780","1353","413741265","105200","minimize","results","-12384","0","8220","20036","165","131012","319772","317.034","17.1599"
"Gecode_BB",".","jobshop_gini.mzn","new_dzn/mindis_ta38_2a_alloc3.dzn","OPTIMAL_SOLUTION","16.16395503655076","14962","17728","0.195314","960","15892","9","0","16828","227","115791473","7935","minimize","results","0","0","1865","19718","9","40524","24702","14.3179","1.29668"
"Gecode_BB",".","jobshop_gini.mzn","new_dzn/mindis_ta35_2a_alloc1.dzn","OPTIMAL_SOLUTION","3.7501737289130688","14962","17728","0.197637","960","15892","6","0","16828","191","14442516","7935","minimize","results","0","0","1865","2198","6","5145","24702","1.86252","1.33354"
"Gecode_Decomp",".","jobshop_gini.mzn","new_dzn/mindis_ta77_8a_alloc2.dzn","SATISFIED","606.0443854928017","206560","218830","","4200","210660","","","","","","105200","minimize","results","492","0","8269","","30","","","","15.8321"
"Gecode_Decomp",".","jobshop_gini.mzn","new_dzn/maxeff_ta75_7a_alloc3.dzn","SATISFIED","605.6701307557523","206558","218814","","4200","210658","","","","","","105200","minimize","results","-66011","0","8255","","241","","","","15.5219"
"Median_Gecode_Decomp",".","jobshop_gini.mzn","dzn/ta40_2a_alloc2.dzn","OPTIMAL_SOLUTION","7.8357701655477285","14962","17729","0.264702","960","15892","74","0","16830","443","16971914","7935","minimize","results","-10820","0","1868","3224","74","21658","24703","5.2102","1.90018"
"Gecode_BB",".","jobshop_gini.mzn","new_dzn/mindis_ta55_4a_alloc1.dzn","SATISFIED","601.5242166798562","39956","44564","0.559617","1600","41506","20","0","43064","269","3916035539","20725","minimize","results","227","0","3107","392099","20","787482","63688","596.757","3.24749"
"Median_Gecode_Decomp",".","jobshop_gini.mzn","dzn/ta79_7a_alloc3.dzn","OPTIMAL_SOLUTION","419.2971569597721","206560","218772","3.87134","4200","210660","195","0","214778","1505","582435892","105200","minimize","results","-14052","0","8218","25236","195","170124","319771","392.348","17.4754"
"Gecode_Decomp",".","jobshop_gini.mzn","new_dzn/mindis_ta79_6a_alloc2.dzn","SATISFIED","605.7757917474955","206560","218802","","4200","210660","","","","","","105200","minimize","results","522","0","8241","","34","","","","15.356"
"Gecode_BB",".","jobshop_gini.mzn","new_dzn/mindis_ta78_7a_alloc2.dzn","SATISFIED","605.6250857822597","206560","218771","","4200","210660","","","","","","105200","minimize","results","2369","0","8210","","8","","","","15.3596"
"Gecode_BB",".","jobshop_gini.mzn","new_dzn/maxeff_ta46_2a_alloc3.dzn","OPTIMAL_SOLUTION","9.54218840971589","19907","23574","0.26677","1260","21137","90","0","22374","600","19551621","10560","minimize","results","-30823","0","2466","4132","90","28745","32873","6.66023","2.15732"
"Gecode_Decomp",".","jobshop_gini.mzn","new_dzn/mindis_ta59_4a_alloc3.dzn","SATISFIED","601.587104998529","39955","44577","0.534037","1600","41505","56","0","43076","177","2640974821","20725","minimize","results","5","0","3121","317141","56","639197","63701","596.776","3.22623"
"Gecode_BB",".","jobshop_gini.mzn","new_dzn/maxeff_ta50_3a_alloc1.dzn","OPTIMAL_SOLUTION","10.11398084834218","19908","23576","0.266938","1260","21138","91","0","22376","600","20842618","10560","minimize","results","-30657","0","2467","4666","91","31275","32875","7.44191","1.96261"
"Gecode_Decomp",".","jobshop_gini.mzn","new_dzn/mindis_ta75_5a_alloc3.dzn","SATISFIED","605.6765156723559","206557","218788","","4200","210657","","","","","","105200","minimize","results","393","0","8230","","38","","","","16.3382"
"Median_Gecode_BB",".","jobshop_gini.mzn","dzn/ta36_2a_alloc2.dzn","SATISFIED","600.6706631779671","14962","17729","0.208448","960","15892","42","0","16829","284","4324849989","7935","minimize","results","-7004","0","1867","903253","42","1811145","24703","598.622","1.37746"
"Gecode_BB",".","jobshop_gini.mzn","new_dzn/mindis_ta36_3a_alloc3.dzn","SATISFIED","600.5870784055442","14962","17729","0.202323","960","15892","14","0","16829","207","4813404720","7935","minimize","results","2","0","1866","796067","14","1593982","24703","598.652","1.34675"
