nurses_no,hits,time,cache_enabled
19,0,1031264583,False
19,0,731852958,False
19,0,754627084,False
19,0,734158542,False
19,0,732526042,False
19,0,718666166,False
19,0,717790208,False
19,0,707120500,False
19,0,709771875,False
19,0,710916083,False
19,0,708722750,False
19,0,711258166,False
19,0,706818417,False
19,0,708997916,False
19,0,704731750,False
19,0,709301875,False
19,0,707207166,False
19,0,710351959,False
19,0,706836875,False
19,0,704426542,False
19,0,770807250,False
19,0,732569083,False
19,0,738238250,False
19,0,755286834,False
19,0,744785167,False
19,0,723757291,False
19,0,711703125,False
19,0,734003375,False
19,0,728431625,False
19,0,727258834,False
19,0,724059084,False
19,0,716214209,False
19,0,717919291,False
19,0,714006000,False
19,0,711136292,False
19,0,709859916,False
19,0,708425666,False
19,0,709744125,False
19,0,708195084,False
19,0,708573750,False
19,0,717022875,False
19,0,708544000,False
19,0,709423792,False
19,0,710690958,False
19,0,709135708,False
19,0,713437917,False
19,0,719925167,False
19,0,710204625,False
19,0,723292875,False
19,0,749134375,False
19,0,717673667,False
19,0,710405417,False
19,0,714420375,False
19,0,711545625,False
19,0,711936833,False
19,0,733337584,False
19,0,738856167,False
19,0,760962417,False
19,0,726525750,False
19,0,747619125,False
19,0,731016416,False
19,0,752429834,False
19,0,742505708,False
19,0,715338875,False
19,0,732823792,False
19,0,718169000,False
19,0,713033000,False
19,0,708541000,False
19,0,714886417,False
19,0,857345333,False
19,0,784370500,False
19,0,769387875,False
19,0,711086000,False
19,0,717996500,False
19,0,728391333,False
19,0,713433250,False
19,0,728727083,False
19,0,715078083,False
19,0,712971167,False
19,0,723169541,False
19,0,727351417,False
19,0,771606042,False
19,0,720716417,False
19,0,707140084,False
19,0,710427542,False
19,0,710089959,False
19,0,709652666,False
19,0,711038084,False
19,0,714512333,False
19,0,709424083,False
19,0,708421375,False
19,0,715365334,False
19,0,718414084,False
19,0,711801666,False
19,0,707149500,False
19,0,706101250,False
19,0,715174792,False
19,0,715521125,False
19,0,716868250,False
19,0,705855250,False
19,0,711627583,False
19,0,704925333,False
19,0,706769792,False
19,0,711095625,False
19,0,721550459,False
19,0,713026708,False
19,0,707766041,False
19,0,704921917,False
19,0,708323250,False
19,0,706288000,False
19,0,707527167,False
19,0,718639833,False
19,0,710908042,False
19,0,705192708,False
19,0,705611125,False
19,0,732157042,False
19,0,715227167,False
19,0,718177083,False
19,0,721037292,False
19,0,717268333,False
19,0,707878417,False
19,0,708483792,False
19,0,708592834,False
19,0,710070334,False
19,0,715503125,False
19,0,731811333,False
19,0,905737583,False
19,0,723234375,False
19,0,735864541,False
19,0,710656417,False
19,0,711127333,False
19,0,706532167,False
19,0,708467875,False
19,0,717509542,False
19,0,716453417,False
19,0,707266292,False
19,0,708809250,False
19,0,712017084,False
19,0,707930792,False
19,0,705677000,False
19,0,709567625,False
19,0,702938125,False
19,0,708502709,False
19,0,745290791,False
19,0,757932291,False
19,0,707699750,False
19,0,708362375,False
19,0,724181042,False
