nurses_no,hits,time,cache_enabled
18,0,1143968208,False
18,0,767457958,False
18,0,730273541,False
18,0,722335167,False
18,0,719537958,False
18,0,730197291,False
18,0,724209458,False
18,0,716707000,False
18,0,710521583,False
18,0,717415416,False
18,0,707363958,False
18,0,707519417,False
18,0,709939667,False
18,0,714949750,False
18,0,711774958,False
18,0,712339542,False
18,0,711082083,False
18,0,771040333,False
18,0,771947459,False
18,0,831385250,False
18,0,710558083,False
18,0,711209917,False
18,0,705271291,False
18,0,704799250,False
18,0,704603708,False
18,0,705479459,False
18,0,713117000,False
18,0,705406125,False
18,0,704893375,False
18,0,711147833,False
18,0,719619916,False
18,0,700613083,False
18,0,705524166,False
18,0,704201333,False
18,0,722671834,False
18,0,699767209,False
18,0,698698208,False
18,0,699296958,False
18,0,702369375,False
18,0,698171917,False
18,0,699365917,False
18,0,696534708,False
18,0,696976584,False
18,0,708688292,False
18,0,699900208,False
18,0,696711209,False
18,0,700384417,False
18,0,699158416,False
18,0,704024834,False
18,0,721300042,False
18,0,703082208,False
18,0,710444084,False
18,0,702961042,False
18,0,701110792,False
18,0,702758333,False
18,0,696112625,False
18,0,705413500,False
18,0,698189333,False
18,0,696626833,False
18,0,695945209,False
18,0,698462916,False
18,0,696418125,False
18,0,696783042,False
18,0,693960250,False
18,0,698513042,False
18,0,698001375,False
18,0,697771417,False
18,0,707735875,False
18,0,698095000,False
18,0,694936500,False
18,0,698209292,False
18,0,694193125,False
18,0,691289709,False
18,0,692046208,False
18,0,691492791,False
18,0,697356500,False
18,0,694513584,False
18,0,695482291,False
18,0,728515291,False
18,0,708878042,False
18,0,728023750,False
18,0,712180792,False
18,0,696410958,False
18,0,693141292,False
18,0,693788916,False
18,0,693699666,False
18,0,758366875,False
18,0,694856666,False
18,0,694701958,False
18,0,695791042,False
18,0,693795083,False
18,0,715939750,False
18,0,702842416,False
18,0,714737375,False
18,0,720795792,False
18,0,691991708,False
18,0,693829875,False
18,0,696596916,False
18,0,690763333,False
18,0,689424667,False
18,0,691997584,False
18,0,693665625,False
18,0,689783833,False
18,0,691089500,False
18,0,690400958,False
18,0,690113916,False
18,0,688188292,False
18,0,687501334,False
18,0,706518167,False
18,0,700782334,False
18,0,719566292,False
18,0,694960167,False
18,0,734807250,False
18,0,711060542,False
18,0,731693458,False
18,0,763982292,False
18,0,739622083,False
18,0,710870583,False
18,0,689684042,False
18,0,795528875,False
18,0,1371158250,False
18,0,713389292,False
18,0,848782208,False
18,0,717267583,False
18,0,1630423667,False
18,0,829113875,False
18,0,744565792,False
18,0,721647292,False
18,0,710807709,False
18,0,715944375,False
18,0,712024375,False
18,0,715545667,False
18,0,717573083,False
18,0,698240000,False
18,0,709984042,False
18,0,711649750,False
18,0,717626667,False
18,0,699714167,False
18,0,693122917,False
18,0,704450500,False
18,0,697972542,False
18,0,694190583,False
18,0,709187083,False
18,0,696873625,False
18,0,694465583,False
18,0,728154875,False
18,0,794647375,False
18,0,716215459,False
18,0,743251791,False
18,0,695015500,False
18,0,711666333,False
18,0,732031083,False
18,0,709334125,False
18,0,734249958,False
18,0,707923667,False
18,0,738511333,False
18,0,730938292,False
18,0,729246500,False
18,0,699969042,False
18,0,696431750,False
18,0,695771209,False
18,0,784090917,False
18,0,699693125,False
18,0,695893833,False
18,0,688024125,False
18,0,702385416,False
18,0,708836083,False
18,0,714686500,False
18,0,698292625,False
18,0,701844375,False
18,0,695024042,False
18,0,692606709,False
18,0,742734417,False
18,0,734474958,False
18,0,729895584,False
18,0,753108667,False
18,0,722631583,False
18,0,747179375,False
18,0,790689375,False
18,0,770799042,False
18,0,731833708,False
18,0,761511250,False
18,0,748337500,False
18,0,711654875,False
18,0,714739292,False
18,0,740460167,False
18,0,699270750,False
18,0,694140042,False
18,0,702611958,False
18,0,749693125,False
18,0,725591291,False
18,0,711735792,False
18,0,704838208,False
18,0,713310000,False
18,0,763163875,False
18,0,901224500,False
18,0,802541583,False
18,0,1198025917,False
18,0,1315800750,False
18,0,968831750,False
18,0,804740166,False
18,0,797114833,False
18,0,782385167,False
18,0,949601750,False
18,0,936273834,False
18,0,795592125,False
18,0,770742958,False
18,0,909724959,False
18,0,1089443750,False
18,0,797745791,False
18,0,849697458,False
18,0,791250333,False
18,0,701015292,False
18,0,709046708,False
18,0,699849458,False
18,0,718999458,False
18,0,696060541,False
18,0,721948500,False
18,0,710584917,False
18,0,698455333,False
18,0,806926416,False
18,0,755002834,False
18,0,902647375,False
18,0,814131459,False
18,0,1230637958,False
18,0,1176648750,False
18,0,1079727500,False
18,0,794611917,False
18,0,691221166,False
18,0,700477208,False
18,0,692699917,False
18,0,693668292,False
18,0,693833041,False
18,0,686871834,False
18,0,713045375,False
18,0,696709084,False
18,0,691197584,False
18,0,724815208,False
18,0,774795209,False
18,0,692524542,False
18,0,722103500,False
18,0,720180333,False
18,0,691841958,False
18,0,742718666,False
18,0,736625833,False
18,0,740097792,False
18,0,720218500,False
18,0,713213208,False
18,0,689802750,False
18,0,691252542,False
18,0,695691500,False
18,0,699943958,False
18,0,689938167,False
18,0,689532291,False
18,0,695431417,False
18,0,689422625,False
18,0,706059125,False
18,0,691091833,False
18,0,692250625,False
18,0,706228375,False
18,0,689547000,False
18,0,727003250,False
18,0,766759291,False
18,0,789543083,False
18,0,688673084,False
18,0,698780375,False
18,0,695341000,False
18,0,692566875,False
18,0,690156084,False
18,0,685949542,False
18,0,687967250,False
18,0,690576875,False
18,0,692924625,False
18,0,709006083,False
18,0,722281916,False
18,0,691071875,False
18,0,712359500,False
18,0,709513875,False
18,0,687384791,False
18,0,697270708,False
18,0,687744458,False
18,0,694325083,False
18,0,689661625,False
18,0,713510625,False
18,0,689182125,False
18,0,691368708,False
18,0,690299958,False
18,0,689798125,False
18,0,770869292,False
18,0,791268500,False
18,0,719289042,False
18,0,721241042,False
18,0,693303125,False
18,0,689504208,False
18,0,690653084,False
18,0,690464334,False
18,0,691573500,False
18,0,700717750,False
18,0,708108625,False
18,0,690062000,False
18,0,689362959,False
18,0,736034292,False
18,0,719090958,False
18,0,706396417,False
18,0,711132166,False
18,0,705413459,False
18,0,738654500,False
18,0,707523208,False
18,0,695828167,False
18,0,701799833,False
18,0,717200208,False
18,0,693393750,False
18,0,690181959,False
18,0,691623875,False
18,0,744416041,False
18,0,692797708,False
18,0,696086250,False
18,0,691996125,False
18,0,691413291,False
18,0,717777083,False
18,0,693198958,False
18,0,791322666,False
18,0,715686917,False
18,0,722085041,False
18,0,691251875,False
18,0,690364125,False
18,0,691493875,False
18,0,716833125,False
18,0,749103625,False
18,0,691087375,False
18,0,692558333,False
18,0,692022042,False
18,0,705200000,False
18,0,689635625,False
18,0,774796625,False
18,0,695835833,False
18,0,694011250,False
18,0,695226708,False
18,0,688721708,False
18,0,696526500,False
18,0,710328750,False
18,0,711418958,False
18,0,702739458,False
18,0,719059708,False
18,0,703562917,False
18,0,746901917,False
18,0,716100292,False
18,0,744732583,False
18,0,693820000,False
18,0,707688584,False
18,0,688756958,False
18,0,693737750,False
18,0,703163583,False
18,0,695150375,False
18,0,694614333,False
18,0,698345875,False
18,0,754841500,False
18,0,704825375,False
18,0,688922042,False
