Iteration	 Fatigue
9	4.93
9	4.93
9	4.08
9	5.64
9	5.64
9	5.8100000000000005
9	5.8100000000000005
9	5.8100000000000005
9	5.69
9	5.61
9	5.03
9	5.03
9	3.99
10	5.59
10	4.93
10	5.58
10	4.93
10	4.92
10	4.93
10	4.92
10	4.92
10	5.0
10	5.0
10	4.93
10	4.93
10	4.93
10	4.93
10	4.93
10	4.08
10	5.64
10	5.64
10	5.16
10	5.16
10	5.16
10	5.16
10	5.61
10	5.03
10	5.03
10	3.99
11	5.59
11	5.0
11	5.58
11	4.93
11	4.92
11	4.93
11	4.92
11	4.92
11	5.0
11	5.0
11	4.93
11	4.92
11	4.93
11	4.93
11	4.93
11	5.3500000000000005
11	5.3500000000000005
11	5.3500000000000005
11	5.16
11	5.16
11	5.16
11	5.16
11	5.61
11	5.03
11	5.03
11	3.99
12	5.59
12	5.0
12	5.58
12	4.93
12	4.92
12	4.93
12	4.92
12	4.92
12	5.0
12	5.0
12	4.93
12	4.92
12	4.93
12	4.93
12	4.93
12	5.3500000000000005
12	5.3500000000000005
12	5.3500000000000005
12	5.16
12	5.16
12	5.16
12	5.16
12	5.44
12	5.03
12	5.03
12	3.99
13	4.88
13	5.0
13	5.58
13	4.93
13	4.92
13	4.93
13	4.92
13	4.92
13	5.0
13	5.0
13	4.93
13	4.92
13	4.93
13	4.93
13	4.93
13	5.3500000000000005
13	5.3500000000000005
13	5.3500000000000005
13	5.16
13	5.16
13	5.16
13	5.16
13	5.44
13	5.03
13	5.03
13	3.99
14	4.92
14	5.0
14	5.0
14	4.93
14	4.92
14	4.93
14	4.92
14	4.92
14	5.0
14	5.0
14	4.93
14	4.92
14	4.93
14	4.93
14	4.93
14	5.3500000000000005
14	5.3500000000000005
14	5.3500000000000005
14	5.16
14	5.16
14	5.16
14	5.16
14	5.0600000000000005
14	5.03
14	5.03
14	3.99
15	4.92
15	4.93
15	5.0
15	4.93
15	4.92
15	5.0
15	4.93
15	4.92
15	5.0
15	5.0
15	4.93
15	4.92
15	4.9
15	4.93
15	4.93
15	4.09
15	4.09
15	4.09
15	5.16
15	5.16
15	5.16
15	5.16
15	5.0600000000000005
15	5.03
15	4.9
15	3.99
16	4.92
16	4.93
16	5.0
16	4.93
16	4.92
16	5.0
16	4.93
16	4.92
16	5.0
16	5.0
16	4.93
16	4.92
16	4.9
16	4.93
16	4.93
16	4.09
16	4.09
16	4.09
16	5.16
16	5.16
16	5.16
16	5.16
16	5.0600000000000005
16	5.03
16	4.9
16	3.99
17	4.92
17	4.93
17	5.0
17	4.93
17	4.92
17	5.0
17	4.93
17	4.92
17	5.0
17	5.0
17	4.93
17	4.92
17	4.9
17	4.93
17	4.93
17	4.09
17	4.09
17	4.09
17	5.16
17	5.16
17	5.16
17	5.16
17	5.0600000000000005
17	5.03
17	4.9
17	3.99
18	4.92
18	4.93
18	5.0
18	4.93
18	4.92
18	5.0
18	4.93
18	5.0
18	5.0
18	5.0
18	4.93
18	4.92
18	4.92
18	4.93
18	4.93
18	4.09
18	4.09
18	4.09
18	4.3500000000000005
18	4.3500000000000005
18	4.3500000000000005
18	4.3500000000000005
18	5.0600000000000005
18	5.0600000000000005
18	4.9
18	3.99
19	4.93
19	4.93
19	5.0
19	4.93
19	4.93
19	5.0
19	4.93
19	5.0
19	5.0
19	5.0
19	4.93
19	4.92
19	4.92
19	4.93
19	4.93
19	4.09
19	4.08
19	4.09
19	4.3500000000000005
19	4.3500000000000005
19	4.3500000000000005
19	4.3500000000000005
19	4.97
19	4.96
19	4.9
19	3.99
20	4.93
20	4.93
20	4.92
20	4.93
20	4.93
20	4.93
20	4.93
20	4.93
20	4.92
20	4.88
20	4.93
20	4.92
20	4.92
20	4.92
20	4.93
20	4.08
20	4.08
20	4.09
20	4.3500000000000005
20	4.3500000000000005
20	4.3500000000000005
20	4.3500000000000005
20	4.97
20	4.96
20	4.96
20	3.99
21	4.93
21	4.93
21	4.92
21	4.93
21	4.93
21	4.93
21	4.93
21	4.93
21	4.93
21	4.88
21	4.93
21	4.92
21	4.93
21	4.92
21	4.93
21	4.08
21	4.08
21	4.09
21	4.3500000000000005
21	4.3500000000000005
21	4.3500000000000005
21	4.3500000000000005
21	4.88
21	4.96
21	4.96
21	3.99
22	4.93
22	4.93
22	4.92
22	4.93
22	4.93
22	4.93
22	4.93
22	4.93
22	4.93
22	4.88
22	4.93
22	4.92
22	4.93
22	4.92
22	4.93
22	4.08
22	4.08
22	4.09
22	4.3500000000000005
22	4.3500000000000005
22	4.3500000000000005
22	4.3500000000000005
22	4.88
22	4.9
22	4.9
22	3.99
23	4.93
23	4.93
23	4.92
23	4.93
23	4.92
23	4.92
23	4.92
23	4.93
23	4.93
23	4.92
23	4.92
23	4.92
23	4.93
23	4.92
23	4.92
23	4.08
23	4.08
23	4.09
23	4.3500000000000005
23	4.3500000000000005
23	4.3500000000000005
23	4.3500000000000005
23	4.88
23	4.9
23	4.9
23	3.99
24	4.92
24	4.92
24	4.92
24	4.93
24	4.92
24	4.92
24	4.92
24	4.92
24	4.92
24	4.92
24	4.92
24	4.92
24	4.92
24	4.92
24	4.92
24	4.08
24	4.09
24	4.09
24	4.3500000000000005
24	4.3500000000000005
24	4.3500000000000005
24	4.3500000000000005
24	4.88
24	4.9
24	4.9
24	3.99
25	4.92
25	4.92
25	4.92
25	4.92
25	4.92
25	4.92
25	4.92
25	4.92
25	4.92
25	4.92
25	4.92
25	4.92
25	4.92
25	4.92
25	4.92
25	4.08
25	4.09
25	4.09
25	4.3500000000000005
25	4.3500000000000005
25	4.3500000000000005
25	4.3500000000000005
25	4.8100000000000005
25	4.9
25	4.9
25	3.99
26	4.88
26	4.9
26	4.92
26	4.88
26	4.92
26	4.9
26	4.88
26	4.92
26	4.92
26	4.92
26	4.92
26	4.92
26	4.92
26	4.92
26	4.92
26	4.09
26	4.09
26	4.09
26	4.3500000000000005
26	4.3500000000000005
26	4.3500000000000005
26	4.3500000000000005
26	4.8100000000000005
26	4.9
26	4.9
26	3.99
27	4.9
27	4.9
27	4.88
27	4.88
27	4.88
27	4.9
27	4.88
27	4.92
27	4.92
27	4.9
27	4.9
27	4.9
27	4.92
27	4.92
27	4.92
27	4.09
27	4.09
27	4.09
27	4.3500000000000005
27	4.3500000000000005
27	4.3500000000000005
27	4.3500000000000005
27	4.8100000000000005
27	4.9
27	4.9
27	3.99
28	4.9
28	4.9
28	4.88
28	4.9
28	4.88
28	4.9
28	4.88
28	4.9
28	4.88
28	4.9
28	4.88
28	4.9
28	4.9
28	4.88
28	4.88
28	4.09
28	4.09
28	4.09
28	4.3500000000000005
28	4.3500000000000005
28	4.3500000000000005
28	4.3500000000000005
28	4.8100000000000005
28	4.9
28	4.9
28	3.99
29	4.88
29	4.9
29	4.88
29	4.88
29	4.88
29	4.88
29	4.88
29	4.88
29	4.88
29	4.9
29	4.88
29	4.88
29	4.9
29	4.88
29	4.88
29	4.09
29	4.09
29	4.09
29	4.3500000000000005
29	4.3500000000000005
29	4.3500000000000005
29	4.3500000000000005
29	4.88
29	4.9
29	4.9
29	3.99
30	4.88
30	4.88
30	4.88
30	4.88
30	4.88
30	4.88
30	4.88
30	4.88
30	4.88
30	4.88
30	4.88
30	4.88
30	4.88
30	4.88
30	4.88
30	4.09
30	4.09
30	4.09
30	4.3500000000000005
30	4.3500000000000005
30	4.3500000000000005
30	4.3500000000000005
30	4.88
30	4.19
30	4.19
30	3.99
31	4.88
31	4.88
31	4.88
31	4.88
31	4.88
31	4.88
31	4.88
31	4.88
31	4.88
31	4.88
31	4.88
31	4.88
31	4.88
31	4.88
31	4.88
31	4.09
31	4.09
31	4.09
31	4.3500000000000005
31	4.3500000000000005
31	4.3500000000000005
31	4.3500000000000005
31	4.88
31	4.19
31	4.19
31	3.99
32	4.88
32	4.88
32	4.88
32	4.88
32	4.88
32	4.88
32	4.88
32	4.88
32	4.88
32	4.88
32	4.88
32	4.88
32	4.88
32	4.88
32	4.88
32	4.09
32	4.08
32	4.09
32	4.3500000000000005
32	4.3500000000000005
32	4.3500000000000005
32	4.3500000000000005
32	4.88
32	4.17
32	4.19
32	3.99
33	4.88
33	4.88
33	4.88
33	4.88
33	4.88
33	4.88
33	4.88
33	4.88
33	4.88
33	4.88
33	4.88
33	4.88
33	4.88
33	4.88
33	4.88
33	4.09
33	4.08
33	4.09
33	4.3500000000000005
33	4.3500000000000005
33	4.3500000000000005
33	4.3500000000000005
33	4.88
33	4.17
33	4.19
33	3.99
34	4.88
34	4.88
34	4.88
34	4.88
34	4.88
34	4.88
34	4.88
34	4.88
34	4.88
34	4.88
34	4.88
34	4.88
34	4.88
34	4.88
34	4.88
34	4.09
34	4.08
34	4.08
34	4.3500000000000005
34	4.3500000000000005
34	4.3500000000000005
34	4.3500000000000005
34	4.88
34	4.16
34	4.19
34	3.99
35	4.88
35	4.88
35	4.88
35	4.88
35	4.88
35	4.88
35	4.88
35	4.88
35	4.88
35	4.88
35	4.88
35	4.88
35	4.88
35	4.88
35	4.88
35	4.09
35	4.08
35	4.08
35	4.3500000000000005
35	4.3500000000000005
35	4.3500000000000005
35	4.3500000000000005
35	4.88
35	4.16
35	4.19
35	3.99
36	4.88
36	4.88
36	4.88
36	4.88
36	4.88
36	4.88
36	4.88
36	4.88
36	4.88
36	4.88
36	4.88
36	4.88
36	4.88
36	4.88
36	4.88
36	4.09
36	4.08
36	4.08
36	4.3500000000000005
36	4.3500000000000005
36	4.3500000000000005
36	4.3500000000000005
36	4.88
36	4.16
36	4.19
36	3.99
37	4.88
37	4.88
37	4.88
37	4.88
37	4.88
37	4.88
37	4.88
37	4.88
37	4.88
37	4.88
37	4.88
37	4.88
37	4.88
37	4.88
37	4.88
37	4.09
37	4.08
37	4.08
37	4.3500000000000005
37	4.3500000000000005
37	4.3500000000000005
37	4.3500000000000005
37	4.88
37	4.16
37	4.18
37	3.99
38	4.88
38	4.88
38	4.88
38	4.88
38	4.88
38	4.88
38	4.88
38	4.88
38	4.88
38	4.88
38	4.88
38	4.88
38	4.88
38	4.88
38	4.88
38	4.09
38	4.08
38	4.08
38	4.3500000000000005
38	4.3500000000000005
38	4.3500000000000005
38	4.3500000000000005
38	4.88
38	4.16
38	4.18
38	3.99
39	4.88
39	4.88
39	4.88
39	4.88
39	4.88
39	4.88
39	4.88
39	4.88
39	4.88
39	4.88
39	4.88
39	4.88
39	4.88
39	4.88
39	4.88
39	4.09
39	4.08
39	4.08
39	4.3500000000000005
39	4.3500000000000005
39	4.3500000000000005
39	4.3500000000000005
39	4.88
39	4.16
39	4.18
39	3.99
40	4.88
40	4.88
40	4.88
40	4.88
40	4.88
40	4.88
40	4.88
40	4.88
40	4.88
40	4.88
40	4.88
40	4.88
40	4.88
40	4.88
40	4.88
40	4.09
40	4.08
40	4.08
40	4.3500000000000005
40	4.3500000000000005
40	4.3500000000000005
40	4.3500000000000005
40	4.88
40	4.16
40	4.18
40	3.99
41	4.88
41	4.88
41	4.88
41	4.88
41	4.88
41	4.88
41	4.88
41	4.88
41	4.88
41	4.88
41	4.88
41	4.88
41	4.88
41	4.88
41	4.88
41	4.09
41	4.08
41	4.08
41	4.3500000000000005
41	4.3500000000000005
41	4.3500000000000005
41	4.3500000000000005
41	4.88
41	4.16
41	4.18
41	3.99
42	4.88
42	4.88
42	4.88
42	4.88
42	4.88
42	4.88
42	4.88
42	4.88
42	4.88
42	4.88
42	4.88
42	4.88
42	4.88
42	4.88
42	4.88
42	4.09
42	4.08
42	4.08
42	4.3500000000000005
42	4.3500000000000005
42	4.3500000000000005
42	4.3500000000000005
42	4.88
42	4.16
42	4.18
42	3.99
43	4.88
43	4.88
43	4.88
43	4.88
43	4.88
43	4.88
43	4.88
43	4.88
43	4.88
43	4.88
43	4.88
43	4.88
43	4.88
43	4.88
43	4.88
43	4.09
43	4.08
43	4.08
43	4.3500000000000005
43	4.3500000000000005
43	4.3500000000000005
43	4.3500000000000005
43	4.88
43	4.16
43	4.18
43	3.99
44	4.88
44	4.88
44	4.88
44	4.88
44	4.88
44	4.88
44	4.88
44	4.88
44	4.88
44	4.88
44	4.88
44	4.88
44	4.88
44	4.88
44	4.88
44	4.09
44	4.08
44	4.08
44	4.3500000000000005
44	4.3500000000000005
44	4.3500000000000005
44	4.3500000000000005
44	4.88
44	4.16
44	4.17
44	3.99
45	4.88
45	4.88
45	4.88
45	4.88
45	4.88
45	4.88
45	4.88
45	4.88
45	4.88
45	4.88
45	4.88
45	4.88
45	4.88
45	4.88
45	4.88
45	3.5500000000000003
45	4.09
45	4.09
45	4.3500000000000005
45	4.3500000000000005
45	4.3500000000000005
45	4.3500000000000005
45	4.88
45	4.18
45	4.17
45	3.99
46	4.88
46	4.88
46	4.88
46	4.88
46	4.88
46	4.88
46	4.88
46	4.88
46	4.88
46	4.88
46	4.88
46	4.88
46	4.88
46	4.88
46	4.88
46	3.5500000000000003
46	4.09
46	4.09
46	4.3500000000000005
46	4.3500000000000005
46	4.3500000000000005
46	4.3500000000000005
46	4.88
46	4.18
46	4.17
46	3.99
47	4.88
47	4.88
47	4.88
47	4.88
47	4.88
47	4.88
47	4.88
47	4.88
47	4.88
47	4.88
47	4.88
47	4.88
47	4.88
47	4.88
47	4.88
47	3.5500000000000003
47	4.09
47	4.09
47	4.3500000000000005
47	4.3500000000000005
47	4.3500000000000005
47	4.3500000000000005
47	4.88
47	4.18
47	4.17
47	3.99
48	4.88
48	4.88
48	4.88
48	4.88
48	4.88
48	4.88
48	4.88
48	4.88
48	4.88
48	4.88
48	4.88
48	4.88
48	4.88
48	4.88
48	4.88
48	3.5500000000000003
48	4.09
48	4.09
48	4.3500000000000005
48	4.3500000000000005
48	4.3500000000000005
48	4.3500000000000005
48	4.88
48	4.18
48	4.17
48	3.99
49	4.88
49	4.88
49	4.88
49	4.88
49	4.88
49	4.88
49	4.88
49	4.88
49	4.88
49	4.88
49	4.88
49	4.88
49	4.88
49	4.88
49	4.88
49	3.5500000000000003
49	4.09
49	4.09
49	4.3500000000000005
49	4.3500000000000005
49	4.3500000000000005
49	4.3500000000000005
49	4.88
49	4.18
49	4.17
49	3.99
50	4.88
50	4.88
50	4.88
50	4.88
50	4.88
50	4.88
50	4.88
50	4.88
50	4.88
50	4.88
50	4.88
50	4.88
50	4.88
50	4.88
50	4.88
50	3.5500000000000003
50	4.09
50	4.09
50	4.3500000000000005
50	4.3500000000000005
50	4.3500000000000005
50	4.3500000000000005
50	4.88
50	4.18
50	4.17
50	3.99
51	4.881778696808654
51	4.881116770226918
51	4.882711295200544
51	4.883020295756258
51	4.88307583495531
51	4.884237064184131
51	4.877200093919027
51	4.884395764021549
51	4.879877903510731
51	4.883913957183517
51	4.881245358973156
51	4.883400059705972
51	4.885443577284898
51	4.881787140834038
51	4.881936553573307
51	3.554832178461369
51	4.096455558820939
51	4.0942776613419625
51	4.349264754679402
51	4.349264754679402
51	4.349264754679402
51	4.349264754679402
51	4.900463544263634
51	4.1831171494764385
51	4.172536277974346
51	3.9452429825513895
